Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
YJR029W		10	478344	483612	1
YMR241W	YHM2	13	751961	752905	1
YNR077C		14	783287	783541	-1
YOR147W	MDM32	15	606607	608475	1
YJL189W	RPL39	10	75933	76474	1
YAL059C-A		1	36496	36918	-1
YHR079C-A	SAE3	8	262192	262553	-1
YBR260C	RGD1	2	732639	734639	-1
YLR396C	VPS33	12	910235	912310	-1
YOL079W		15	181057	181455	1
YNR037C	RSM19	14	695052	695327	-1
YPL243W	SRP68	16	88517	90316	1
YDL109C		4	265258	267201	-1
YBR018C	GAL7	2	274427	275527	-1
YLR440C	SEC39	12	1015568	1017697	-1
YDL248W	COS7	4	1802	2953	1
YCR043C		3	206261	206644	-1
YBR054W	YRO2	2	343101	344135	1
YPL270W	MDL2	16	30482	32803	1
YNL164C	IBD2	14	325265	326320	-1
YNL062C	GCD10	14	508776	510212	-1
YML106W	URA5	13	56773	57453	1
YMR003W	AIM34	13	273118	273714	1
YMR298W	LIP1	13	863819	864271	1
YGR296W	YRF1-3	7	1084864	1090591	1
YIL029W-A		9	299735	300106	1
YMR037C	MSN2	13	344403	346517	-1
YHR012W	VPS29	8	129481	130448	1
YKL094W	YJU3	11	263349	264290	1
YOR066W	MSA1	15	449436	451325	1
YDR497C	ITR1	4	1443713	1445467	-1
YLR367W	RPS22B	12	856442	857317	1
YOR129C	AFI1	15	566877	569558	-1
YOL161C	PAU20	15	11549	11911	-1
YJL027C		10	391833	392249	-1
YJR147W	HMS2	10	704196	705272	1
YDR409W	SIZ1	4	1289406	1292120	1
YDR041W	RSM10	4	539803	540414	1
YMR272C	SCS7	13	809623	810777	-1
YJL039C	NUP192	10	368748	373799	-1
YKL143W	LT6	11	176781	178172	1
YDR307W		4	1075865	1077853	1
YDL081C	RPP1A	4	309802	310122	-1
YBL100C		2	36989	37303	-1
YIL019W	FAF1	9	315093	316133	1
YIL082W-A		9	205635	210132	1
YDR390C	UBA2	4	1254937	1256847	-1
YNL041C	COG6	14	549468	551987	-1
YDL201W	TRM8	4	99561	100421	1
YMR028W	TAP42	13	327482	328582	1
YNL200C		14	263713	264453	-1
YKR041W		11	518198	518950	1
YER073W	ALD5	5	304030	305592	1
YGR144W	THI4	7	780399	781379	1
YEL006W	YEA6	5	144327	145334	1
YKL225W		11	451	798	1
YJR007W	SUI2	10	451020	451934	1
YBR053C		2	339675	340751	-1
YNL238W	KEX2	14	202428	204872	1
YCR073W-A	SOL2	3	246963	247910	1
YGL109W		7	303513	303836	1
YJL075C	APQ13	10	298460	298876	-1
YHR211W	FLO5	8	525392	528619	1
YOR269W	PAC1	15	826385	827869	1
YML039W		13	196628	201896	1
YLL060C	GTT2	12	21138	21839	-1
YDR500C	RPL37B	4	1450198	1450853	-1
YPL163C	SVS1	16	241918	242700	-1
YKL118W		11	219126	219437	1
YLL003W	SFI1	12	143201	146041	1
YBR103C-A		2	449320	449463	-1
YAL064W-B		1	12046	12426	1
YMR258C	ROY1	13	782620	784281	-1
YML125C	PGA3	13	20761	21699	-1
YML069W	POB3	13	135500	137158	1
YOL057W		15	220767	222902	1
YKL145W	RPT1	11	174213	175616	1
YPL283W-B		16	643	1125	1
YFR030W	MET10	6	213312	216419	1
YGR146C	ECL1	7	784223	784858	-1
YIL150C	MCM10	9	61013	62728	-1
YDL126C	CDC48	4	236157	238664	-1
YDL006W	PTC1	4	439909	440754	1
YOL083C-A		15	166461	166601	-1
YMR025W	CSI1	13	323300	324187	1
YGR287C	IMA1	7	1067222	1068991	-1
YOR227W	HER1	15	762825	766565	1
YDL233W		4	36797	38173	1
YCL057C-A	MOS1	3	24032	24325	-1
YOR362C	PRE10	15	1017880	1018746	-1
YNL266W		14	144245	144664	1
YMR276W	DSK2	13	818827	819948	1
YOR217W	RFC1	15	749301	751886	1
YGR061C	ADE6	7	611889	615965	-1
YBR049C	REB1	2	334386	336818	-1
YML124C	TUB3	13	22048	23683	-1
YPL246C	RBD2	16	84509	85297	-1
YDL178W	DLD2	4	139522	141114	1
YOR111W		15	530429	531127	1
YLR156W		12	472113	472457	1
YLR152C		12	442958	444688	-1
YLR431C	ATG23	12	1000342	1001703	-1
YMR096W	SNZ1	13	458408	459301	1
YNL240C	NAR1	14	198502	199977	-1
YKL019W	RAM2	11	402568	403518	1
YGR168C		7	833352	834482	-1
YGR027C	RPS25A	7	534132	534458	-1
YGL250W	RMR1	7	31910	32635	1
YJL048C	UBX6	10	347447	348637	-1
Q0105	COB	Mito	36540	43647	1
YEL031W	SPF1	5	90258	93905	1
YDL147W	RPN5	4	190924	192261	1
YJL129C	TRK1	10	173599	177306	-1
YJL188C	BUD19	10	76202	76510	-1
YKL191W	DPH2	11	81035	82639	1
YDR320C-A	DAD4	4	1108280	1108498	-1
YIL099W	SGA1	9	178004	179653	1
YJR135C	MCM22	10	676059	676778	-1
YBR102C	EXO84	2	445062	447323	-1
YGR161C-C		7	821693	823015	-1
YIR013C	GAT4	9	380019	380384	-1
YDR144C	MKC7	4	744311	746101	-1
YIL094C	LYS12	9	186517	187632	-1
YIL002W-A		9	350301	350510	1
YMR032W	HOF1	13	335298	337307	1
YAL049C	AIM2	1	51855	52595	-1
YPL112C	PEX25	16	337436	338620	-1
YJL077W-A		10	294799	294885	1
YMR078C	CTF18	13	422503	424728	-1
YJL085W	EXO70	10	272827	274698	1
YKL209C	STE6	11	42423	46295	-1
YKL128C	PMU1	11	200884	201771	-1
YMR010W		13	285100	286317	1
YBR193C	MED8	2	609082	609753	-1
YCR023C		3	158538	160373	-1
YHL009C	YAP3	8	84068	85060	-1
YDL086W		4	301413	302234	1
YOR201C	MRM1	15	720470	721708	-1
YPR109W		16	744689	745573	1
YIL038C	NOT3	9	280142	282652	-1
YDR001C	NTH1	4	450220	452475	-1
YPL137C	GIP3	16	292817	296647	-1
YML082W		13	101862	103811	1
YJL004C	SYS1	10	431589	432200	-1
YNL269W	BSC4	14	137699	138094	1
YPL233W	NSL1	16	106172	106822	1
YOR218C		15	751476	751895	-1
YOR286W	RDL2	15	850280	850729	1
YOR315W	SFG1	15	904760	905800	1
YNL010W		14	613635	614360	1
YIL087C	AIM19	9	199646	200119	-1
YJL070C		10	307971	310637	-1
YKR100C	SKG1	11	638901	639968	-1
YLR388W	RPS29A	12	898651	898821	1
YNL079C	TPM1	14	478566	479165	-1
YHR061C	GIC1	8	221534	222478	-1
YLR415C		12	954259	954597	-1
YHR104W	GRE3	8	323409	324392	1
YLL008W	DRS1	12	131729	133987	1
YPL111W	CAR1	16	339944	340945	1
YPR123C		16	786141	786575	-1
YFL067W		6	836	1363	1
YBR158W	AMN1	2	556549	558198	1
YGL146C	RRT6	7	228751	229686	-1
YER043C	SAH1	5	235770	237119	-1
YEL077W-A		5	630	1112	1
YBR182C	SMP1	2	593506	594864	-1
YDL016C		4	425570	425872	-1
YMR054W	ST6	13	383303	385975	1
YPR015C		16	590283	591026	-1
YER026C	CHO1	5	207644	208474	-1
YDR264C	AKR1	4	996029	998323	-1
YOL036W		15	256745	259030	1
YMR231W	PEP5	13	733545	736634	1
YDL139C	SCM3	4	211375	212046	-1
YPR100W	MRPL51	16	729791	730213	1
YDR095C		4	636117	636527	-1
YOL028C	YAP7	15	270633	271370	-1
YKL149C	DBR1	11	167612	168829	-1
YNR033W	ABZ1	14	687635	689998	1
YBL093C	ROX3	2	44256	44918	-1
YBR072C-A		2	382860	383021	-1
YPR122W	AXL1	16	782045	785671	1
YOL009C	MDM12	15	309324	310139	-1
YEL075W-A		5	4870	5481	1
YER124C	DSE1	5	407342	409063	-1
YBR209W		2	642583	642900	1
YGR253C	PUP2	7	998358	999140	-1
YHR214C-D		8	550648	550941	-1
YOL158C	ENB1	15	19491	21311	-1
YDR055W	PST1	4	563527	564861	1
YMR190C	SGS1	13	640915	645258	-1
YDL110C	TMA17	4	264512	264964	-1
YNL187W	SWT21	14	287994	289067	1
YNL274C	GOR1	14	121118	122170	-1
YOR049C	RSB1	15	422668	423732	-1
YGR051C		7	592906	593229	-1
YMR027W		13	325877	327289	1
YGR135W	PRE9	7	761392	762168	1
YIL044C	AGE2	9	272950	273846	-1
YJR032W	CPR7	10	491081	492262	1
YPL257W-B		16	56748	62016	1
YJL211C		10	36757	37200	-1
YDR419W	RAD30	4	1303174	1305072	1
YBR011C	IPP1	2	257112	257975	-1
YBR110W	ALG1	2	458872	460221	1
YEL028W		5	98668	99129	1
YGR089W	NNF2	7	656960	659770	1
YOR009W	TIR4	15	344335	345798	1
YLR247C	IRC20	12	628684	633354	-1
YEL067C		5	26189	26776	-1
YDR266C		4	1000104	1002023	-1
YPR036W-A		16	645950	646153	1
YDR512C	EMI1	4	1470500	1471063	-1
YPL208W	RKM1	16	157842	159593	1
YLR450W	HMG2	12	1032627	1035764	1
YML051W	GAL80	13	171594	172901	1
YOR319W	HSH49	15	912822	913463	1
YCL014W	BUD3	3	96281	101191	1
YGL117W		7	288512	289309	1
YFL010W-A	AUA1	6	114990	115274	1
YLR371W	ROM2	12	862714	866784	1
YDL051W	LHP1	4	363952	364779	1
YAL056C-A		1	38696	39046	-1
YLL040C	VPS13	12	54211	63645	-1
YKR070W		11	573574	574632	1
YHR081W	LRP1	8	267538	268092	1
YJL072C	PSF2	10	305221	305862	-1
YDR090C		4	625066	625998	-1
YOR061W	CKA2	15	441534	442553	1
YOR318C		15	911784	912436	-1
YDR038C	ENA5	4	527422	530697	-1
YPL256C	CLN2	16	64977	66614	-1
YDR040C	ENA1	4	535192	538467	-1
YNL024C		14	587107	587847	-1
YOR070C	GYP1	15	455907	457820	-1
YJL217W	REE1	10	23133	23729	1
YLL066W-B		12	5605	5775	1
YGL093W	SPC105	7	334886	337639	1
YLR397C	AFG2	12	912550	914892	-1
YDR523C	SPS1	4	1485566	1487038	-1
YHL017W		8	70276	71874	1
YKL098W	MTC2	11	256770	257843	1
YCR008W	SAT4	3	128470	130281	1
YOR204W	DED1	15	722911	724725	1
YMR046W-A		13	362702	362830	1
YOR298C-A	MBF1	15	877230	877685	-1
YOL059W	GPD2	15	217126	218448	1
YOR250C	CLP1	15	800970	802307	-1
YGR110W	CLD1	7	713709	715046	1
YHL036W	MUP3	8	26241	27881	1
YOR165W	SEY1	15	644566	646896	1
YJR088C	EMC2	10	586495	587373	-1
YCR014C	POL4	3	139185	140933	-1
YLR378C	SEC61	12	875736	877178	-1
YHR020W		8	143996	146062	1
YMR235C	RNA1	13	741512	742735	-1
YGL099W	LSG1	7	314631	316553	1
YBL050W	SEC17	2	125125	126119	1
YJR039W		10	503936	507301	1
YHR069C-A		8	234874	235236	-1
YJL148W	RPA34	10	140437	141138	1
YEL075C		5	5345	5713	-1
YNL185C	MRPL19	14	292193	292669	-1
YFR036W	CDC26	6	226963	227337	1
YMR067C	UBX4	13	404323	405573	-1
YML086C	ALO1	13	95791	97371	-1
YDR016C	DAD1	4	478474	478758	-1
YMR167W	MLH1	13	594886	597195	1
YGR062C	COX18	7	616328	617278	-1
YOR122C	PFY1	15	552298	552887	-1
YIL113W	SDP1	9	150559	151188	1
YNL234W		14	210233	211513	1
YJL142C	IRC9	10	147819	148211	-1
YDR414C	ERD1	4	1295598	1296686	-1
YCR072C	RSA4	3	240805	242352	-1
YKR093W	PTR2	11	615730	617535	1
YDR342C	HXT7	4	1154216	1155928	-1
YBR118W	TEF2	2	477671	479047	1
YGR189C	CRH1	7	876669	878192	-1
YPL045W	VPS16	16	467260	469656	1
YER113C	TMN3	5	387932	390052	-1
YMR050C		13	373057	378325	-1
YDR471W	RPL27B	4	1401770	1402564	1
YCR086W	CSM1	3	263392	263964	1
YOR380W	RDR1	15	1051290	1052930	1
YFL044C	OTU1	6	44655	45560	-1
YHR039C	MSC7	8	184875	186809	-1
YBR245C	ISW1	2	708150	711539	-1
YIL009W	FAA3	9	339344	341428	1
YDR318W	MCM21	4	1103758	1104947	1
YNL046W		14	542304	542822	1
YLR025W	SNF7	12	194452	195174	1
YOR355W	GDS1	15	1005137	1006705	1
YDR076W	RAD55	4	598468	599688	1
YPL265W	DIP5	16	41043	42869	1
YGL152C		7	216692	217369	-1
YFR055W	IRC7	6	264204	265226	1
YDL128W	VCX1	4	232652	233887	1
YNL013C		14	609133	609510	-1
YHR090C	YNG2	8	283777	284625	-1
YDR214W	AHA1	4	892875	893927	1
YLR184W		12	522106	522453	1
YPR061C	JID1	16	675977	676882	-1
YGR267C	FOL2	7	1025004	1025735	-1
YOL090W	MSH2	15	147382	150276	1
YGR185C	TYS1	7	866336	867520	-1
YIL020C-A		9	313713	314051	-1
YBR056C-B		2	351293	351451	-1
YLR169W		12	500335	500688	1
YML050W	AIM32	13	173139	174074	1
YLR322W	VPS65	12	777628	777942	1
YDR034W-B		4	521314	521469	1
YNL078W	NIS1	14	479768	480991	1
YMR158W	MRPS8	13	572248	572715	1
YLR349W		12	827521	828027	1
YKR018C		11	473723	475900	-1
YOR262W		15	817292	818335	1
YDR470C	UGO1	4	1399706	1401214	-1
YML132W	COS3	13	7244	8383	1
YFL004W	VTC2	6	131810	134296	1
YHR016C	YSC84	8	136881	138455	-1
YDL045W-A	MRP10	4	372248	372535	1
YNL290W	RFC3	14	86218	87240	1
YMR132C	JLP2	13	534944	535570	-1
YBR012W-A		2	259869	261191	1
YDR358W	GGA1	4	1190059	1191732	1
YBR010W	HHT1	2	256331	256741	1
YGL085W	LCL3	7	349616	350440	1
YGR023W	MTL1	7	529264	530919	1
YML008C	ERG6	13	251839	252990	-1
YKR089C	TGL4	11	605633	608365	-1
YLR206W	ENT2	12	554578	556419	1
YLL059C		12	22474	22980	-1
YGL088W		7	345836	346201	1
YIL119C	RPI1	9	136654	137877	-1
YDR073W	SNF11	4	592439	592948	1
YOR180C	DCI1	15	674352	675167	-1
YPL170W	DAP1	16	228314	228772	1
YGL139W	FLC3	7	245716	248124	1
YLR287C		12	710991	712058	-1
YBR248C	HIS7	2	714807	716465	-1
YMR290W-A		13	851422	851769	1
YAL044W-A		1	57518	57850	1
YGL140C		7	241353	245012	-1
YGR114C		7	720265	720654	-1
YGR180C	RNR4	7	855264	856301	-1
YPL018W	CTF19	16	517651	518760	1
YDR183W	PLP1	4	829585	830277	1
YDR079W	PET100	4	603064	603399	1
YBR196C-A		2	614024	614173	-1
YPL229W		16	117067	117687	1
YER118C	SHO1	5	397952	399055	-1
YDR205W	MSC2	4	859346	861520	1
YGL260W		7	6860	7090	1
YBL067C	UBP13	2	93639	95882	-1
YNL162W	RPL42A	14	331322	332154	1
YKL144C	RPC25	11	175843	176481	-1
YOR093C		15	497506	502452	-1
YNL284C-B		14	96964	102232	-1
YGR038C-A		7	566145	567467	-1
YLL055W	YCT1	12	30109	31704	1
YLR343W	GAS2	12	816094	817761	1
YMR064W	AEP1	13	397903	399459	1
YGR193C	PDX1	7	884509	885741	-1
YML041C	VPS71	13	194913	195755	-1
YOL029C		15	269815	270420	-1
YMR260C	TIF11	13	789378	789839	-1
YKL101W	HSL1	11	248920	253476	1
YOR060C	SLD7	15	440390	441163	-1
YMR321C		13	917579	917896	-1
YJR015W		10	462721	464253	1
YNL024C-A	KSH1	14	586602	586820	-1
YMR151W	YIM2	13	562506	562943	1
YEL073C		5	7230	7553	-1
YDR185C	UPS3	4	831934	832473	-1
YDL170W	UGA3	4	156318	157904	1
YHR191C	CTF8	8	486230	486631	-1
YGR036C	CAX4	7	558149	558868	-1
YML072C	TCB3	13	124730	129367	-1
YPL153C	RAD53	16	261727	264192	-1
YKL086W	SRX1	11	278281	278664	1
YBR283C	SSH1	2	768943	770415	-1
YGL226W	MTC3	7	73340	73711	1
YDR450W	RPS18A	4	1359923	1360798	1
YGR196C	FYV8	7	889733	892186	-1
YPR096C		16	724842	725144	-1
YLR393W	ATP10	12	907079	907918	1
YNL330C	RPD3	14	18001	19302	-1
YHR189W	PTH1	8	484028	484600	1
YDR513W	GRX2	4	1471017	1471448	1
YJR030C		10	483959	486196	-1
YGR170W	PSD2	7	837142	840558	1
YPR069C	SPE3	16	684556	685437	-1
YNL339C	YRF1-6	14	371	6098	-1
YBR061C	TRM7	2	364787	365719	-1
YNL064C	YDJ1	14	505868	507097	-1
YOR010C	TIR2	15	346195	346950	-1
YPL002C	SNF8	16	553627	554328	-1
YER102W	RPS8B	5	363100	363702	1
YHR010W	RPL27A	8	126521	127492	1
YJR053W	BFA1	10	534027	535751	1
YKL074C	MUD2	11	294610	296193	-1
YAL036C	RBG1	1	75043	76152	-1
YGR126W		7	745835	746527	1
YKR023W		11	483419	485011	1
YKL082C	RRP14	11	281025	282329	-1
YGL010W		7	475545	476069	1
YHR195W	NVJ1	8	490747	491712	1
YGL003C	CDH1	7	492474	494174	-1
YGR237C		7	963298	965655	-1
YIL131C	FKH1	9	100781	102235	-1
YDR287W	INM2	4	1035995	1036873	1
YKL044W		11	356322	356642	1
YPR111W	DBF20	16	747306	749000	1
YMR002W	MIC17	13	272193	272663	1
YDR122W	KIN1	4	694700	697894	1
YOR296W		15	870202	874071	1
YBL106C	SRO77	2	10847	13879	-1
YHR032C-A		8	175275	175394	-1
YOR035C	SHE4	15	397735	400104	-1
YDR200C	VPS64	4	854279	856093	-1
YIL127C	RRT14	9	117024	117644	-1
YBL068W	PRS4	2	92414	93394	1
YIR042C		9	435273	435983	-1
YOR118W	RTC5	15	546857	548560	1
YMR281W	GPI12	13	832339	833253	1
YPR055W	SEC8	16	667676	670873	1
YBR019C	GAL10	2	276253	278352	-1
YNL103W-A		14	426719	426808	1
YOR239W	ABP140	15	784857	786744	1
YBR001C	NTH2	2	238941	241283	-1
YOR256C	TRE2	15	808254	810683	-1
YER139C	RTR1	5	450563	451243	-1
YBR160W	CDC28	2	560078	560974	1
YGR232W	NAS6	7	953960	954646	1
YNL174W		14	308074	308646	1
YMR006C	PLB2	13	277561	279681	-1
YHR064C	SSZ1	8	225525	227141	-1
YMR174C	PAI3	13	610159	610365	-1
YKR002W	PAP1	11	443232	444938	1
YOR151C	RPB2	15	612997	616671	-1
YPL120W	VPS30	16	322071	323744	1
YOL053W	AIM39	15	230085	231272	1
YPR025C	CCL1	16	613377	614558	-1
YLL064C	PAU18	12	13083	13445	-1
YKR088C	TVP38	11	604405	605418	-1
YOL123W	HRP1	15	87844	89448	1
YGL094C	PAN2	7	331118	334465	-1
YLR121C	YPS3	12	388744	390270	-1
YDR431W		4	1328390	1328701	1
YDR081C	PDC2	4	607304	610081	-1
YCR012W	PGK1	3	137746	138996	1
YKR044W	UIP5	11	522015	523346	1
YNL220W	ADE12	14	234413	235714	1
YGR263C	SAY1	7	1017967	1019241	-1
YJL186W	MNN5	10	80155	81915	1
YIL024C		9	308602	309171	-1
YPR070W	MED1	16	685898	687598	1
YJR084W		10	583733	585004	1
YER050C	RSM18	5	253971	254387	-1
YLR019W	PSR2	12	180288	181481	1
YMR087W		13	442527	443381	1
YDR068W	DOS2	4	583713	584645	1
YGR059W	SPR3	7	607563	609101	1
YER046W-A		5	243700	244029	1
YLR067C	PET309	12	267813	270710	-1
YMR082C		13	431769	432125	-1
YKL080W	VMA5	11	285030	286208	1
YIL137C	TMA108	9	89948	92788	-1
YBL075C	SSA3	2	84499	86448	-1
YGL246C	RAI1	7	37617	38780	-1
YER035W	EDC2	5	222639	223076	1
YHR108W	GGA2	8	328303	330060	1
YML093W	UTP14	13	83090	85789	1
YMR299C	DYN3	13	864412	865350	-1
YNL146W		14	351715	352017	1
YOR155C	ISN1	15	626628	627980	-1
YGL143C	MRF1	7	234717	235958	-1
YNL239W	LAP3	14	200569	201933	1
YLL018C-A	COX19	12	108676	108972	-1
YNR073C		14	774792	776300	-1
YJL095W	BCK1	10	247255	251691	1
YDL117W	CYK3	4	248581	251238	1
YGR271C-A	EFG1	7	1037800	1038501	-1
YMR030W	RSF1	13	330793	331923	1
YOL075C		15	189658	193542	-1
YOL056W	GPM3	15	223268	224179	1
YML053C		13	169116	169754	-1
YCR045W-A		3	208751	209101	1
YIL022W	TIM44	9	311165	312460	1
YBL005W-A		2	221330	222652	1
YMR073C	IRC21	13	412268	412873	-1
YDR224C	HTB1	4	914317	914712	-1
YHL048C-A		8	5663	5797	-1
YER171W	RAD3	5	527082	529418	1
YDL010W	GRX6	4	432330	433025	1
YNL141W	AAH1	14	359596	360639	1
YDR106W	ARP10	4	667004	667858	1
YHR078W		8	256360	258018	1
YDR270W	CCC2	4	1005675	1008689	1
YDR067C	OCA6	4	582791	583465	-1
YIL026C	IRR1	9	304477	307929	-1
YOR098C	NUP1	15	507948	511178	-1
YGR009C	SEC9	7	509047	511002	-1
YCR003W	MRPL32	3	118620	119171	1
YGR204C-A		7	909061	909174	-1
YJL175W		10	94049	94561	1
YML017W	PSP2	13	236588	238731	1
YGL122C	NAB2	7	278946	280523	-1
YEL013W	VAC8	5	128825	130561	1
YMR128W	ECM16	13	523696	527499	1
YLR268W	SEC22	12	680200	680844	1
YER160C		5	492856	498124	-1
YEL055C	POL5	5	48471	51539	-1
YDL069C	CBS1	4	333121	333810	-1
YMR065W	KAR5	13	399702	401216	1
YIR020W-A		9	394917	395159	1
YMR169C	ALD3	13	599352	600872	-1
YIL068C	SEC6	9	233057	235474	-1
YLR125W		12	393484	393894	1
YLR387C	REH1	12	896374	897672	-1
YPR183W	DPM1	16	900755	901558	1
YGR012W		7	513159	514340	1
YOL024W		15	277086	277604	1
YKL092C	BUD2	11	266145	269459	-1
YNL095C		14	444912	446840	-1
YBR007C	DSF2	2	248806	251016	-1
YAL015C	NTG1	1	126903	128102	-1
YGL253W	HXK2	7	23935	25395	1
YPL124W	SPC29	16	316755	317516	1
YDR233C	RTN1	4	929470	930357	-1
YOL076W	MDM20	15	187024	189414	1
YOR196C	LIP5	15	715593	716837	-1
YEL040W	UTR2	5	78053	79456	1
YCR075W-A		3	248975	249202	1
YNL250W	RAD50	14	175410	179348	1
YMR252C		13	775315	775719	-1
YER074W	RPS24A	5	306323	307196	1
YDR269C		4	1005665	1005988	-1
YGR206W	MVB12	7	910432	910737	1
YLR312W-A	MRPL15	12	759480	760241	1
YJL106W	IME2	10	221390	223327	1
YKL189W	HYM1	11	84704	85903	1
YER152C		5	472657	473988	-1
YCL033C	MXR2	3	62776	63282	-1
YGR006W	PRP18	7	506070	506825	1
YOR041C		15	408358	408789	-1
YCR045C	RRT12	3	208135	209610	-1
YLR088W	GAA1	12	316107	317951	1
YOL131W		15	73031	73357	1
YPL041C		16	475118	475741	-1
YKL163W	PIR3	11	144401	145378	1
YCR079W	PTC6	3	252845	254173	1
YNL306W	MRPS18	14	58155	58808	1
YPR149W	NCE102	16	829918	830439	1
YLR040C		12	228908	229582	-1
YBR034C	HMT1	2	304930	305976	-1
YPL187W	MF(ALPHA)1	16	193648	194145	1
YHR030C	SLT2	8	168890	170344	-1
YDR384C	ATO3	4	1241204	1242031	-1
YPR108W-A		16	744175	744387	1
YMR052W	FAR3	13	379586	380200	1
YCR031C	RPS14A	3	177500	178220	-1
YGR124W	ASN2	7	739944	741662	1
YIL123W	SIM1	9	128151	129581	1
YJL178C	ATG27	10	89282	90097	-1
YOR163W	DDP1	15	642741	643307	1
YOR051C	ETT1	15	424846	426084	-1
YLR352W		12	831116	833539	1
YOL105C	WSC3	15	114138	115808	-1
YHR214C-B		8	543964	549346	-1
YKL018C-A		11	403580	403879	-1
YER090C-A		5	338322	338411	-1
YDR354C-A		4	1185139	1185282	-1
YPL251W		16	73625	73927	1
YPR112C	MRD1	16	749256	751919	-1
YNR038W	DBP6	14	695595	697484	1
YDL192W	ARF1	4	116321	116866	1
YGR121W-A		7	733412	733627	1
YLR334C		12	796698	797078	-1
YPR157W	TDA6	16	841266	842669	1
YIL109C	SEC24	9	157385	160165	-1
YGL257C	MNT2	7	12481	14157	-1
YFL066C		6	1437	2615	-1
YER099C	PRS2	5	358105	359061	-1
YDR316W-B		4	1096064	1101332	1
YGR161C-D		7	817747	823015	-1
YBR299W	MAL32	2	805351	807105	1
YNL182C	IPI3	14	295960	297627	-1
YML042W	CAT2	13	192788	194800	1
YPR163C	TIF3	16	868645	869955	-1
YLR009W	RLP24	12	166537	167136	1
YGR152C	RSR1	7	794674	795492	-1
YDR170C	SEC7	4	796193	802222	-1
YDL124W		4	240259	241197	1
YDR268W	MSW1	4	1004004	1005143	1
YIL138C	TPM2	9	89230	89715	-1
YER091C	MET6	5	339864	342167	-1
YOL064C	MET22	15	206103	207176	-1
YHR132W-A	IGO2	8	370054	370449	1
YOL110W	SHR5	15	109176	109889	1
YMR129W	POM152	13	527804	531817	1
YLR153C	ACS2	12	445524	447575	-1
YOL128C	YGK3	15	78352	79479	-1
YDR194W-A		4	848071	848223	1
YJL016W		10	405588	407273	1
YLR074C	BUD20	12	281956	282456	-1
YJL197C-A		10	65805	66086	-1
YOR085W	OST3	15	482033	483085	1
YJL190C	RPS22A	10	74910	75302	-1
YPL204W	HRR25	16	164276	165760	1
YOR284W	HUA2	15	848478	849209	1
YOR159C	SME1	15	633282	633566	-1
YER072W	VTC1	5	302806	303195	1
YDL004W	ATP16	4	443029	443511	1
YOR188W	MSB1	15	685767	689180	1
YJL164C	TPK1	10	109966	111159	-1
YKL002W	DID4	11	437778	438544	1
YNL130C	CPT1	14	379558	380831	-1
YER100W	UBC6	5	359562	360314	1
YDR228C	PCF11	4	921926	923806	-1
YMR110C	HFD1	13	490394	491992	-1
YFL048C	EMP47	6	38843	40180	-1
YBR247C	ENP1	2	713004	714455	-1
YMR323W	ERR3	13	920088	921401	1
YPR117W		16	760025	767494	1
YKL018W	SWD2	11	404102	405091	1
YLR024C	UBR2	12	187663	193281	-1
YKR026C	GCN3	11	488738	489655	-1
YNL091W	NST1	14	452408	456130	1
YLL024C	SSA2	12	95566	97485	-1
YDL159W	STE7	4	172481	174028	1
YLR122C		12	390954	391331	-1
YLR347C	KAP95	12	823828	826413	-1
YDR159W	SAC3	4	771877	775782	1
YPR031W	NTO1	16	631515	633761	1
YGL187C	COX4	7	149704	150171	-1
YOR040W	GLO4	15	407064	407921	1
YDR323C	PEP7	4	1112480	1114027	-1
YJR095W	SFC1	10	609773	610741	1
YDR485C	VPS72	4	1424820	1427207	-1
YNL029C	KTR5	14	577205	578773	-1
YOL020W	TAT2	15	286172	287950	1
YGR011W		7	512497	512823	1
YJL013C	MAD3	10	409493	411040	-1
YNL136W	EAF7	14	370368	371645	1
YLL057C	JLP1	12	25756	26994	-1
YER064C		5	282705	284222	-1
YBL057C	PTH2	2	112801	113427	-1
YDL058W	USO1	4	345665	351037	1
YKR035C	OPI8	11	507920	508561	-1
YBL087C	RPL23A	2	59822	60739	-1
YGL130W	CEG1	7	266145	267524	1
YBR295W	PCA1	2	792849	796499	1
YMR035W	IMP2	13	341142	341675	1
YKR086W	PRP16	11	599857	603072	1
YPL181W	CTI6	16	203421	204941	1
YOR075W	UFE1	15	468212	469252	1
YDR024W	FY6	4	491017	491502	1
YIL142C-A		9	83208	83540	-1
YMR159C	ATG16	13	574476	574928	-1
YOR211C	MGM1	15	738924	741569	-1
YGL084C	GUP1	7	350616	352298	-1
YKL183W	LOT5	11	98721	99641	1
YDR541C		4	1519664	1520698	-1
YPL245W		16	85586	86950	1
YGR118W	RPS23A	7	726974	727730	1
YDR369C	XRS2	4	1215016	1217580	-1
YLR437C-A		12	1012459	1012686	-1
YOL049W	GSH2	15	238619	240094	1
YJR140W-A		10	690961	691110	1
YJR044C	VPS55	10	518763	519185	-1
YMR088C	VBA1	13	443414	445102	-1
YDR436W	PPZ2	4	1334821	1336953	1
YIL083C	CAB2	9	203556	204653	-1
YDR381C-A		4	1238312	1238850	-1
YDR230W		4	926223	926570	1
YHR133C	NSG1	8	370722	371597	-1
YOR124C	UBP2	15	554824	558642	-1
YBR076W	ECM8	2	390227	391291	1
